graph_type,nodes,edges,greatest_time,strongly_connected,path_length
data/wico-graph/5G_Conspiracy_Graphs/,53,122,70021,3,1
data/wico-graph/5G_Conspiracy_Graphs/,33,102,2207184,4,1
data/wico-graph/5G_Conspiracy_Graphs/,31,12,5993134,25,0
data/wico-graph/5G_Conspiracy_Graphs/,27,27,1712634,20,1
data/wico-graph/5G_Conspiracy_Graphs/,11,16,324460,7,0
data/wico-graph/5G_Conspiracy_Graphs/,4,0,79260,4,0
data/wico-graph/5G_Conspiracy_Graphs/,95,101,302029,83,1
data/wico-graph/5G_Conspiracy_Graphs/,92,255,1435009,39,2
data/wico-graph/5G_Conspiracy_Graphs/,93,207,767683,69,1
data/wico-graph/5G_Conspiracy_Graphs/,68,295,7029021,15,1
data/wico-graph/5G_Conspiracy_Graphs/,75,2522,114606,1,1
data/wico-graph/5G_Conspiracy_Graphs/,65,302,174852,8,1
data/wico-graph/5G_Conspiracy_Graphs/,48,100,3298232,25,0
data/wico-graph/5G_Conspiracy_Graphs/,32,64,51020,12,0
data/wico-graph/5G_Conspiracy_Graphs/,48,652,137605,4,2
data/wico-graph/5G_Conspiracy_Graphs/,21,45,2247166,10,2
data/wico-graph/5G_Conspiracy_Graphs/,44,186,603847,13,0
data/wico-graph/5G_Conspiracy_Graphs/,6,5,59863,6,0
data/wico-graph/5G_Conspiracy_Graphs/,94,170,692798,51,0
data/wico-graph/5G_Conspiracy_Graphs/,95,115,54479,79,1
data/wico-graph/5G_Conspiracy_Graphs/,63,123,632263,37,1
data/wico-graph/5G_Conspiracy_Graphs/,51,24,1917566,47,1
data/wico-graph/5G_Conspiracy_Graphs/,31,170,46833,2,1
data/wico-graph/5G_Conspiracy_Graphs/,36,59,89514,13,2
data/wico-graph/5G_Conspiracy_Graphs/,26,8,1375040,26,0
data/wico-graph/5G_Conspiracy_Graphs/,87,119,327859,71,1
data/wico-graph/5G_Conspiracy_Graphs/,20,5,1098103,19,0
data/wico-graph/5G_Conspiracy_Graphs/,13,27,104941,6,0
data/wico-graph/5G_Conspiracy_Graphs/,94,78,1062871,91,1
data/wico-graph/5G_Conspiracy_Graphs/,41,10,6995646,40,0
data/wico-graph/5G_Conspiracy_Graphs/,97,173,7979483,55,0
data/wico-graph/5G_Conspiracy_Graphs/,66,233,1289216,16,1
data/wico-graph/5G_Conspiracy_Graphs/,30,45,1551470,24,1
data/wico-graph/5G_Conspiracy_Graphs/,7,5,12601,7,1
data/wico-graph/5G_Conspiracy_Graphs/,53,19,1969837,44,2
data/wico-graph/5G_Conspiracy_Graphs/,7,10,405161,3,0
data/wico-graph/5G_Conspiracy_Graphs/,45,1049,46848,3,1
data/wico-graph/5G_Conspiracy_Graphs/,10,6,3298178,9,1
data/wico-graph/5G_Conspiracy_Graphs/,40,54,407769,28,0
data/wico-graph/5G_Conspiracy_Graphs/,44,227,61656,8,2
data/wico-graph/5G_Conspiracy_Graphs/,39,161,180333,4,3
data/wico-graph/5G_Conspiracy_Graphs/,24,8,560684,21,0
data/wico-graph/5G_Conspiracy_Graphs/,27,20,169898,25,2
data/wico-graph/5G_Conspiracy_Graphs/,93,90,1881672,91,1
data/wico-graph/5G_Conspiracy_Graphs/,95,121,2838043,60,2
data/wico-graph/5G_Conspiracy_Graphs/,24,56,70469,4,1
data/wico-graph/5G_Conspiracy_Graphs/,61,23,7950337,54,0
data/wico-graph/5G_Conspiracy_Graphs/,21,76,123300,1,1
data/wico-graph/5G_Conspiracy_Graphs/,18,14,70500,18,0
data/wico-graph/Non_Conspiracy_Graphs/,58,127,4418361,29,1
data/wico-graph/Non_Conspiracy_Graphs/,84,202,10374331,51,0
data/wico-graph/Non_Conspiracy_Graphs/,9,8,51786,9,1
data/wico-graph/Non_Conspiracy_Graphs/,86,12,233821,80,0
data/wico-graph/Non_Conspiracy_Graphs/,93,96,11269752,64,0
data/wico-graph/Non_Conspiracy_Graphs/,61,62,259482,59,1
data/wico-graph/Non_Conspiracy_Graphs/,45,161,344645,9,1
data/wico-graph/Non_Conspiracy_Graphs/,7,10,1048,3,1
data/wico-graph/Non_Conspiracy_Graphs/,24,109,1229125,4,1
data/wico-graph/Non_Conspiracy_Graphs/,19,55,101077,4,1
data/wico-graph/Non_Conspiracy_Graphs/,12,4,13374,10,0
data/wico-graph/Non_Conspiracy_Graphs/,98,146,43619,59,1
data/wico-graph/Non_Conspiracy_Graphs/,96,399,2638765,40,1
data/wico-graph/Non_Conspiracy_Graphs/,28,53,13861984,20,0
data/wico-graph/Non_Conspiracy_Graphs/,91,35,2344125,88,0
data/wico-graph/Non_Conspiracy_Graphs/,25,118,945406,6,1
data/wico-graph/Non_Conspiracy_Graphs/,10,31,14889,4,1
data/wico-graph/Non_Conspiracy_Graphs/,9,6,81971,9,0
data/wico-graph/Non_Conspiracy_Graphs/,57,89,68610,51,1
data/wico-graph/Non_Conspiracy_Graphs/,92,134,9316197,42,0
data/wico-graph/Non_Conspiracy_Graphs/,31,74,57615,13,1
data/wico-graph/Non_Conspiracy_Graphs/,90,209,3946674,47,3
data/wico-graph/Non_Conspiracy_Graphs/,83,12,4444490,82,0
data/wico-graph/Non_Conspiracy_Graphs/,81,38,3519286,73,0
data/wico-graph/Non_Conspiracy_Graphs/,84,30,411821,81,1
data/wico-graph/Non_Conspiracy_Graphs/,88,204,15975939,69,0
data/wico-graph/Non_Conspiracy_Graphs/,11,8,85041,9,0
data/wico-graph/Non_Conspiracy_Graphs/,89,312,14024684,43,0
data/wico-graph/Non_Conspiracy_Graphs/,7,6,53441,5,1
data/wico-graph/Non_Conspiracy_Graphs/,95,136,201080,71,0
data/wico-graph/Non_Conspiracy_Graphs/,93,120,353917,68,0
data/wico-graph/Non_Conspiracy_Graphs/,29,28,1812977,28,1
data/wico-graph/Non_Conspiracy_Graphs/,45,217,29939431,6,1
data/wico-graph/Non_Conspiracy_Graphs/,62,33,364145,53,2
data/wico-graph/Non_Conspiracy_Graphs/,8,12,60117,4,0
data/wico-graph/Non_Conspiracy_Graphs/,38,25,18168,26,2
data/wico-graph/Non_Conspiracy_Graphs/,21,29,63469,15,1
data/wico-graph/Non_Conspiracy_Graphs/,97,77,3840396,73,0
data/wico-graph/Non_Conspiracy_Graphs/,16,30,13029,1,1
data/wico-graph/Non_Conspiracy_Graphs/,89,53,45007,76,1
data/wico-graph/Non_Conspiracy_Graphs/,10,31,9667803,3,1
data/wico-graph/Non_Conspiracy_Graphs/,37,71,83381,28,3
data/wico-graph/Non_Conspiracy_Graphs/,84,176,112629997,44,1
data/wico-graph/Non_Conspiracy_Graphs/,92,86,139524,87,1
data/wico-graph/Non_Conspiracy_Graphs/,85,82,275389,81,1
data/wico-graph/Non_Conspiracy_Graphs/,15,16,482258,14,1
data/wico-graph/Non_Conspiracy_Graphs/,25,26,421725,20,0
data/wico-graph/Non_Conspiracy_Graphs/,91,109,3271988,79,1
data/wico-graph/Non_Conspiracy_Graphs/,32,48,41786,29,1
data/wico-graph/Non_Conspiracy_Graphs/,84,60,2400492,70,1
data/wico-graph/Non_Conspiracy_Graphs/,84,84,107671,56,0
data/wico-graph/Non_Conspiracy_Graphs/,29,25,535701,24,2
data/wico-graph/Non_Conspiracy_Graphs/,38,42,39666,35,1
data/wico-graph/Non_Conspiracy_Graphs/,96,531,1717485,17,1
data/wico-graph/Non_Conspiracy_Graphs/,93,53,4188494,86,1
data/wico-graph/Non_Conspiracy_Graphs/,68,84,70169,59,0
data/wico-graph/Non_Conspiracy_Graphs/,94,207,7224622,55,1
data/wico-graph/Non_Conspiracy_Graphs/,6,2,58617,5,0
data/wico-graph/Non_Conspiracy_Graphs/,96,572,479349,44,1
data/wico-graph/Non_Conspiracy_Graphs/,6,9,70632,2,1
data/wico-graph/Non_Conspiracy_Graphs/,37,134,144704,11,0
data/wico-graph/Non_Conspiracy_Graphs/,9,20,25472,4,0
data/wico-graph/Non_Conspiracy_Graphs/,11,7,9101,10,0
data/wico-graph/Non_Conspiracy_Graphs/,98,313,12267443,43,0
data/wico-graph/Non_Conspiracy_Graphs/,46,171,64879,16,2
data/wico-graph/Non_Conspiracy_Graphs/,96,198,747566,69,1
data/wico-graph/Non_Conspiracy_Graphs/,94,61,1128714,91,1
data/wico-graph/Non_Conspiracy_Graphs/,18,32,24060,3,1
data/wico-graph/Non_Conspiracy_Graphs/,11,8,72388,11,0
data/wico-graph/Non_Conspiracy_Graphs/,90,72,5433468,83,1
data/wico-graph/Non_Conspiracy_Graphs/,90,73,160872,88,0
data/wico-graph/Non_Conspiracy_Graphs/,83,103,2166965,68,0
data/wico-graph/Non_Conspiracy_Graphs/,29,35,381498,17,1
data/wico-graph/Non_Conspiracy_Graphs/,85,5,13844463,85,0
data/wico-graph/Non_Conspiracy_Graphs/,94,130,12529643,82,1
data/wico-graph/Non_Conspiracy_Graphs/,87,61,10441407,67,0
data/wico-graph/Non_Conspiracy_Graphs/,12,21,41803,7,0
data/wico-graph/Non_Conspiracy_Graphs/,90,94,565397,72,0
data/wico-graph/Non_Conspiracy_Graphs/,17,17,251047,14,1
data/wico-graph/Non_Conspiracy_Graphs/,91,98,1324391,56,0
data/wico-graph/Non_Conspiracy_Graphs/,92,134,56143282,66,0
data/wico-graph/Non_Conspiracy_Graphs/,26,66,121509,9,1
data/wico-graph/Non_Conspiracy_Graphs/,56,221,1359826,7,0
data/wico-graph/Non_Conspiracy_Graphs/,24,12,697205,23,0
data/wico-graph/Non_Conspiracy_Graphs/,52,68,355812,43,0
data/wico-graph/Non_Conspiracy_Graphs/,97,51,6001584,95,0
data/wico-graph/Non_Conspiracy_Graphs/,94,290,2381026,55,2
data/wico-graph/Non_Conspiracy_Graphs/,88,98,80803,78,0
data/wico-graph/Non_Conspiracy_Graphs/,61,70,329701,49,0
data/wico-graph/Non_Conspiracy_Graphs/,93,94,612972,79,1
data/wico-graph/Non_Conspiracy_Graphs/,89,829,60661397,19,1
data/wico-graph/Non_Conspiracy_Graphs/,90,107,5905352,59,0
data/wico-graph/Non_Conspiracy_Graphs/,84,16,17112042,79,0
data/wico-graph/Non_Conspiracy_Graphs/,93,154,248846,63,0
data/wico-graph/Non_Conspiracy_Graphs/,37,77,4111075,18,1
data/wico-graph/Non_Conspiracy_Graphs/,7,25,68232,2,1
data/wico-graph/Non_Conspiracy_Graphs/,88,341,11382027,31,1
data/wico-graph/Non_Conspiracy_Graphs/,24,39,71827,11,0
data/wico-graph/Non_Conspiracy_Graphs/,85,103,5960396,49,0
data/wico-graph/Non_Conspiracy_Graphs/,98,280,6585159,48,1
data/wico-graph/Non_Conspiracy_Graphs/,5,2,762836,4,0
data/wico-graph/Non_Conspiracy_Graphs/,85,47,9822664,67,0
data/wico-graph/Non_Conspiracy_Graphs/,14,11,383596,14,1
data/wico-graph/Non_Conspiracy_Graphs/,25,79,698741,9,1
data/wico-graph/Non_Conspiracy_Graphs/,92,132,194715,67,0
data/wico-graph/Non_Conspiracy_Graphs/,93,41,6274747,82,0
data/wico-graph/Non_Conspiracy_Graphs/,84,105,84082,70,1
data/wico-graph/Non_Conspiracy_Graphs/,89,81,4500815,79,0
data/wico-graph/Non_Conspiracy_Graphs/,81,50,1320879,80,1
data/wico-graph/Non_Conspiracy_Graphs/,97,138,1139511,65,0
data/wico-graph/Non_Conspiracy_Graphs/,6,10,29102,3,0
data/wico-graph/Non_Conspiracy_Graphs/,10,36,20323936,1,1
data/wico-graph/Non_Conspiracy_Graphs/,91,85,3129195,77,1
data/wico-graph/Non_Conspiracy_Graphs/,96,83,17530985,83,0
data/wico-graph/Non_Conspiracy_Graphs/,96,241,445750,59,1
data/wico-graph/Non_Conspiracy_Graphs/,45,94,115166,23,0
data/wico-graph/Non_Conspiracy_Graphs/,15,58,143736,3,1
data/wico-graph/Non_Conspiracy_Graphs/,91,63,7955188,89,1
data/wico-graph/Non_Conspiracy_Graphs/,93,176,12468004,37,0
data/wico-graph/Non_Conspiracy_Graphs/,87,68,2153374,80,1
data/wico-graph/Non_Conspiracy_Graphs/,40,35,45275,39,0
data/wico-graph/Non_Conspiracy_Graphs/,88,37,629212,80,0
data/wico-graph/Non_Conspiracy_Graphs/,87,90,4289547,72,0
data/wico-graph/Non_Conspiracy_Graphs/,6,4,36641,6,0
data/wico-graph/Non_Conspiracy_Graphs/,69,164,431890,25,2
data/wico-graph/Non_Conspiracy_Graphs/,81,262,34499738,28,1
data/wico-graph/Non_Conspiracy_Graphs/,53,52,31658,53,1
data/wico-graph/Non_Conspiracy_Graphs/,38,31,460868,34,1
data/wico-graph/Non_Conspiracy_Graphs/,16,11,71726,16,0
data/wico-graph/Non_Conspiracy_Graphs/,93,441,14894220,32,1
data/wico-graph/Non_Conspiracy_Graphs/,25,14,772882,20,0
data/wico-graph/Non_Conspiracy_Graphs/,93,92,735640,73,1
data/wico-graph/Non_Conspiracy_Graphs/,93,41,1213990,89,0
data/wico-graph/Non_Conspiracy_Graphs/,82,671,52461,18,1
data/wico-graph/Non_Conspiracy_Graphs/,95,312,236817,6,1
data/wico-graph/Non_Conspiracy_Graphs/,6,6,43034,4,1
data/wico-graph/Non_Conspiracy_Graphs/,48,173,4929858,28,0
data/wico-graph/Non_Conspiracy_Graphs/,64,29,7043159,61,0
data/wico-graph/Non_Conspiracy_Graphs/,80,93,10041105,60,0
data/wico-graph/Non_Conspiracy_Graphs/,26,201,58735,4,1
data/wico-graph/Non_Conspiracy_Graphs/,94,665,3517532,5,1
data/wico-graph/Non_Conspiracy_Graphs/,90,189,2109526,64,1
data/wico-graph/Non_Conspiracy_Graphs/,90,170,4719829,61,1
data/wico-graph/Non_Conspiracy_Graphs/,17,14,222289,17,1
data/wico-graph/Non_Conspiracy_Graphs/,13,9,91123,13,1
data/wico-graph/Non_Conspiracy_Graphs/,69,11,6388481,66,0
data/wico-graph/Non_Conspiracy_Graphs/,91,102,1474986,76,0
data/wico-graph/Non_Conspiracy_Graphs/,91,170,547326,58,2
data/wico-graph/Non_Conspiracy_Graphs/,97,112,176914,86,1
data/wico-graph/Non_Conspiracy_Graphs/,84,118,143672,62,1
data/wico-graph/Non_Conspiracy_Graphs/,94,1077,32141950,3,2
data/wico-graph/Non_Conspiracy_Graphs/,94,185,8706284,67,1
data/wico-graph/Non_Conspiracy_Graphs/,95,312,12322241,41,0
data/wico-graph/Non_Conspiracy_Graphs/,28,521,589713,2,1
data/wico-graph/Non_Conspiracy_Graphs/,58,5,5227161,58,0
data/wico-graph/Non_Conspiracy_Graphs/,22,20,1444315,21,0
data/wico-graph/Non_Conspiracy_Graphs/,70,305,83079,19,0
data/wico-graph/Non_Conspiracy_Graphs/,97,69,3340609,84,0
data/wico-graph/Non_Conspiracy_Graphs/,82,57,608639,82,1
data/wico-graph/Non_Conspiracy_Graphs/,90,128,361985,71,0
data/wico-graph/Non_Conspiracy_Graphs/,28,33,128990,24,0
data/wico-graph/Non_Conspiracy_Graphs/,45,152,382103,16,2
data/wico-graph/Non_Conspiracy_Graphs/,3,0,62426,3,0
data/wico-graph/Non_Conspiracy_Graphs/,51,49,113062,41,0
data/wico-graph/Non_Conspiracy_Graphs/,17,14,15707,17,1
data/wico-graph/Non_Conspiracy_Graphs/,81,3542,81728,3,2
data/wico-graph/Non_Conspiracy_Graphs/,92,93,804338,73,0
data/wico-graph/Non_Conspiracy_Graphs/,96,2610,112870,2,2
data/wico-graph/Non_Conspiracy_Graphs/,25,31,70202,18,0
data/wico-graph/Non_Conspiracy_Graphs/,86,88,307483,68,1
data/wico-graph/Non_Conspiracy_Graphs/,4,1,53,4,1
data/wico-graph/Non_Conspiracy_Graphs/,30,20,9355773,27,0
data/wico-graph/Non_Conspiracy_Graphs/,92,28,6476055,85,0
data/wico-graph/Non_Conspiracy_Graphs/,39,166,62799,8,1
data/wico-graph/Non_Conspiracy_Graphs/,26,21,60879,26,1
data/wico-graph/Non_Conspiracy_Graphs/,6,10,27097,4,1
data/wico-graph/Non_Conspiracy_Graphs/,29,32,95760,26,2
data/wico-graph/Non_Conspiracy_Graphs/,86,196,21187105,55,1
data/wico-graph/Non_Conspiracy_Graphs/,20,18,217315,20,1
data/wico-graph/Non_Conspiracy_Graphs/,78,265,4506068,32,1
data/wico-graph/Non_Conspiracy_Graphs/,96,38,2727948,91,0
data/wico-graph/Non_Conspiracy_Graphs/,92,79,5385041,84,1
data/wico-graph/Non_Conspiracy_Graphs/,95,203,12149120,68,0
data/wico-graph/Non_Conspiracy_Graphs/,91,149,590112,71,2
data/wico-graph/Non_Conspiracy_Graphs/,99,80,497040,73,0
data/wico-graph/Non_Conspiracy_Graphs/,89,45,8025920,85,1
data/wico-graph/Non_Conspiracy_Graphs/,93,644,108069,20,1
data/wico-graph/Non_Conspiracy_Graphs/,94,34,12031542,82,0
data/wico-graph/Non_Conspiracy_Graphs/,87,185,13571853,55,0
data/wico-graph/Non_Conspiracy_Graphs/,47,179,82343,13,1
data/wico-graph/Non_Conspiracy_Graphs/,62,66,178065,58,1
data/wico-graph/Non_Conspiracy_Graphs/,87,77,66668848,65,0
data/wico-graph/Non_Conspiracy_Graphs/,87,69,639761,79,1
data/wico-graph/Non_Conspiracy_Graphs/,11,10,279760,10,1
data/wico-graph/Non_Conspiracy_Graphs/,53,189,781294,16,2
data/wico-graph/Non_Conspiracy_Graphs/,86,131,2358911,66,1
data/wico-graph/Non_Conspiracy_Graphs/,39,65,498630,19,0
data/wico-graph/Non_Conspiracy_Graphs/,89,391,69377848,23,1
data/wico-graph/Non_Conspiracy_Graphs/,91,93,246625,69,1
data/wico-graph/Non_Conspiracy_Graphs/,39,92,261034,18,1
data/wico-graph/Non_Conspiracy_Graphs/,6,27,1211,1,1
data/wico-graph/Non_Conspiracy_Graphs/,85,30,10019033,76,0
data/wico-graph/Non_Conspiracy_Graphs/,90,220,7536336,53,1
data/wico-graph/Non_Conspiracy_Graphs/,93,117,3751744,63,0
data/wico-graph/Non_Conspiracy_Graphs/,91,59,26076783,69,0
data/wico-graph/Non_Conspiracy_Graphs/,6,4,35799,6,1
data/wico-graph/Non_Conspiracy_Graphs/,91,157,816825,63,1
data/wico-graph/Non_Conspiracy_Graphs/,87,129,534018,61,1
data/wico-graph/Non_Conspiracy_Graphs/,7,5,4970,7,1
data/wico-graph/Non_Conspiracy_Graphs/,25,29,374596,20,0
data/wico-graph/Non_Conspiracy_Graphs/,5,4,25547,5,1
data/wico-graph/Non_Conspiracy_Graphs/,9,7,145396,9,1
data/wico-graph/Non_Conspiracy_Graphs/,83,81,160731,81,0
data/wico-graph/Non_Conspiracy_Graphs/,84,95,128754,68,2
data/wico-graph/Non_Conspiracy_Graphs/,98,70,1124045,93,1
data/wico-graph/Non_Conspiracy_Graphs/,84,49,605245,77,0
data/wico-graph/Non_Conspiracy_Graphs/,93,274,3618494,48,1
data/wico-graph/Non_Conspiracy_Graphs/,13,20,142171,8,1
data/wico-graph/Non_Conspiracy_Graphs/,59,431,74006,2,3
data/wico-graph/Non_Conspiracy_Graphs/,8,12,3082444,2,1
data/wico-graph/Non_Conspiracy_Graphs/,90,45,624971,85,0
data/wico-graph/Non_Conspiracy_Graphs/,79,84,232755,44,0
data/wico-graph/Non_Conspiracy_Graphs/,31,110,10884,3,1
data/wico-graph/Non_Conspiracy_Graphs/,97,97,254343,67,1
data/wico-graph/Non_Conspiracy_Graphs/,39,34,738048,38,0
data/wico-graph/Non_Conspiracy_Graphs/,20,21,13299,20,1
data/wico-graph/Non_Conspiracy_Graphs/,17,22,142695,14,1
data/wico-graph/Non_Conspiracy_Graphs/,7,9,5690,5,1
data/wico-graph/Non_Conspiracy_Graphs/,7,4,47139,7,0
data/wico-graph/Non_Conspiracy_Graphs/,9,13,60183,4,0
data/wico-graph/Non_Conspiracy_Graphs/,98,93,156512,71,0
data/wico-graph/Non_Conspiracy_Graphs/,93,85,799237,88,0
data/wico-graph/Non_Conspiracy_Graphs/,39,39,622662,36,1
data/wico-graph/Non_Conspiracy_Graphs/,89,48,9017771,81,0
data/wico-graph/Non_Conspiracy_Graphs/,95,541,13348872,17,2
data/wico-graph/Non_Conspiracy_Graphs/,15,19,62172,13,0
data/wico-graph/Non_Conspiracy_Graphs/,94,93,103191,76,0
data/wico-graph/Non_Conspiracy_Graphs/,9,30,2279,3,1
data/wico-graph/Non_Conspiracy_Graphs/,13,16,23427,10,1
data/wico-graph/Non_Conspiracy_Graphs/,95,200,399584,35,0
data/wico-graph/Non_Conspiracy_Graphs/,83,97,6212299,71,0
data/wico-graph/Non_Conspiracy_Graphs/,11,12,105428,8,0
data/wico-graph/Non_Conspiracy_Graphs/,96,218,3420622,55,1
data/wico-graph/Non_Conspiracy_Graphs/,96,637,7004547,5,1
data/wico-graph/Non_Conspiracy_Graphs/,98,414,9474569,25,0
data/wico-graph/Non_Conspiracy_Graphs/,69,320,3781863,23,0
data/wico-graph/Non_Conspiracy_Graphs/,95,411,192756,51,1
data/wico-graph/Non_Conspiracy_Graphs/,92,312,3870943,40,1
data/wico-graph/Non_Conspiracy_Graphs/,96,139,717028,63,4
data/wico-graph/Non_Conspiracy_Graphs/,94,287,4334262,57,1
data/wico-graph/Non_Conspiracy_Graphs/,96,214,310413,33,2
data/wico-graph/Non_Conspiracy_Graphs/,54,203,15533064,17,1
data/wico-graph/Non_Conspiracy_Graphs/,6,15,14398,2,1
data/wico-graph/Non_Conspiracy_Graphs/,48,44,3457667,47,1
data/wico-graph/Non_Conspiracy_Graphs/,14,11,170109,14,1
data/wico-graph/Non_Conspiracy_Graphs/,92,223,5262858,45,0
data/wico-graph/Non_Conspiracy_Graphs/,90,141,9442684,72,2
data/wico-graph/Non_Conspiracy_Graphs/,87,372,5661664,42,1
data/wico-graph/Non_Conspiracy_Graphs/,88,86,20383197,84,1
data/wico-graph/Non_Conspiracy_Graphs/,66,75,929479,61,0
data/wico-graph/Non_Conspiracy_Graphs/,89,144,241464,55,0
data/wico-graph/Non_Conspiracy_Graphs/,95,105,5215047,51,0
data/wico-graph/Non_Conspiracy_Graphs/,92,197,7857168,62,2
data/wico-graph/Non_Conspiracy_Graphs/,89,103,650701,74,2
data/wico-graph/Non_Conspiracy_Graphs/,92,19,365418,89,1
data/wico-graph/Non_Conspiracy_Graphs/,93,130,712974,68,2
data/wico-graph/Non_Conspiracy_Graphs/,90,141,88890,66,1
data/wico-graph/Non_Conspiracy_Graphs/,89,56,4788609,86,1
data/wico-graph/Non_Conspiracy_Graphs/,88,87,1097208,78,1
data/wico-graph/Non_Conspiracy_Graphs/,43,26,1878602,41,1
data/wico-graph/Non_Conspiracy_Graphs/,23,48,104378,15,0
data/wico-graph/Non_Conspiracy_Graphs/,88,388,11947886,38,1
data/wico-graph/Non_Conspiracy_Graphs/,28,42,29652,19,1
data/wico-graph/Non_Conspiracy_Graphs/,76,134,153079,38,0
data/wico-graph/Non_Conspiracy_Graphs/,76,136,651079,31,0
data/wico-graph/Non_Conspiracy_Graphs/,22,32,166045,10,0
data/wico-graph/Non_Conspiracy_Graphs/,89,14,510358,89,0
data/wico-graph/Non_Conspiracy_Graphs/,92,163,428680,58,0
data/wico-graph/Non_Conspiracy_Graphs/,96,101,596055,94,1
data/wico-graph/Non_Conspiracy_Graphs/,43,39,57985,41,1
data/wico-graph/Non_Conspiracy_Graphs/,94,251,2740398,52,1
data/wico-graph/Non_Conspiracy_Graphs/,69,187,25953,10,0
data/wico-graph/Non_Conspiracy_Graphs/,13,11,29900,13,1
data/wico-graph/Non_Conspiracy_Graphs/,74,10,1671771,70,0
data/wico-graph/Non_Conspiracy_Graphs/,95,272,835328,42,0
data/wico-graph/Non_Conspiracy_Graphs/,17,20,45505,14,2
data/wico-graph/Non_Conspiracy_Graphs/,73,167,156888,4,1
data/wico-graph/Non_Conspiracy_Graphs/,9,14,56081,3,1
data/wico-graph/Non_Conspiracy_Graphs/,93,42,471448,86,0
data/wico-graph/Non_Conspiracy_Graphs/,94,25,4808656,88,1
data/wico-graph/Non_Conspiracy_Graphs/,87,139,238407,57,3
data/wico-graph/Non_Conspiracy_Graphs/,93,53,542130,87,1
data/wico-graph/Non_Conspiracy_Graphs/,61,57,445055,57,1
data/wico-graph/Non_Conspiracy_Graphs/,92,593,100215,22,1
data/wico-graph/Non_Conspiracy_Graphs/,10,13,53071,6,2
data/wico-graph/Non_Conspiracy_Graphs/,32,437,38458,2,1
data/wico-graph/Non_Conspiracy_Graphs/,99,72,1655738,96,1
data/wico-graph/Non_Conspiracy_Graphs/,31,44,3291256,25,0
data/wico-graph/Non_Conspiracy_Graphs/,88,11,10356167,87,0
data/wico-graph/Non_Conspiracy_Graphs/,95,88,14684099,67,0
data/wico-graph/Non_Conspiracy_Graphs/,8,14,20891,1,2
data/wico-graph/Non_Conspiracy_Graphs/,40,110,236177,1,1
data/wico-graph/Non_Conspiracy_Graphs/,96,438,10027394,28,1
data/wico-graph/Non_Conspiracy_Graphs/,92,42,4071897,88,0
data/wico-graph/Non_Conspiracy_Graphs/,85,67,12105541,83,0
data/wico-graph/Non_Conspiracy_Graphs/,18,40,219310,2,1
data/wico-graph/Non_Conspiracy_Graphs/,72,746,13512059,7,1
data/wico-graph/Non_Conspiracy_Graphs/,91,42,226988,82,1
data/wico-graph/Non_Conspiracy_Graphs/,5,6,7667,3,1
data/wico-graph/Non_Conspiracy_Graphs/,96,36,527855,95,0
data/wico-graph/Non_Conspiracy_Graphs/,4,3,25013,3,1
data/wico-graph/Non_Conspiracy_Graphs/,86,51,598897,74,0
data/wico-graph/Non_Conspiracy_Graphs/,96,32,776108,87,1
data/wico-graph/Non_Conspiracy_Graphs/,24,23,132640,22,0
data/wico-graph/Non_Conspiracy_Graphs/,86,510,8087672,20,1
data/wico-graph/Non_Conspiracy_Graphs/,51,281,63342,15,1
data/wico-graph/Non_Conspiracy_Graphs/,83,299,243644,37,1
data/wico-graph/Non_Conspiracy_Graphs/,89,43,8179734,88,1
data/wico-graph/Non_Conspiracy_Graphs/,47,71,50785,29,0
data/wico-graph/Non_Conspiracy_Graphs/,58,104,1197857,36,0
data/wico-graph/Non_Conspiracy_Graphs/,23,38,147760,16,2
data/wico-graph/Non_Conspiracy_Graphs/,98,176,5915833,60,2
data/wico-graph/Non_Conspiracy_Graphs/,89,63,9991230,73,0
data/wico-graph/Non_Conspiracy_Graphs/,91,145,335007,47,0
data/wico-graph/Non_Conspiracy_Graphs/,6,8,335978,3,0
data/wico-graph/Non_Conspiracy_Graphs/,20,23,16174769,17,1
data/wico-graph/Non_Conspiracy_Graphs/,86,13,4756514,84,0
data/wico-graph/Non_Conspiracy_Graphs/,90,96,1021793,80,1
data/wico-graph/Non_Conspiracy_Graphs/,93,223,6127836,49,1
data/wico-graph/Non_Conspiracy_Graphs/,89,83,84974,62,2
data/wico-graph/Non_Conspiracy_Graphs/,98,109,13677874,77,0
data/wico-graph/Non_Conspiracy_Graphs/,83,136,201504438,57,1
data/wico-graph/Non_Conspiracy_Graphs/,7,5,35081,7,0
data/wico-graph/Non_Conspiracy_Graphs/,95,355,13401119,46,1
data/wico-graph/Non_Conspiracy_Graphs/,22,27,228012,17,0
data/wico-graph/Non_Conspiracy_Graphs/,14,70,171038,3,2
data/wico-graph/Non_Conspiracy_Graphs/,24,22,40728,24,1
data/wico-graph/Non_Conspiracy_Graphs/,30,59,150132,17,2
data/wico-graph/Non_Conspiracy_Graphs/,63,77,144273,46,1
data/wico-graph/Non_Conspiracy_Graphs/,28,22,14323,27,1
data/wico-graph/Non_Conspiracy_Graphs/,95,182,10295911,58,0
data/wico-graph/Non_Conspiracy_Graphs/,99,66,7456938,93,1
data/wico-graph/Non_Conspiracy_Graphs/,27,36,10152156,22,1
data/wico-graph/Non_Conspiracy_Graphs/,96,163,638977,77,1
data/wico-graph/Non_Conspiracy_Graphs/,9,18,17446,4,0
